priority_rank,name,county,town,lat,lon,risk_score,risk_level,rain_24h_mm_demo,elevation_m,slope_deg,aspect_deg,aspect_dir,aspect_score,terrain_score,debris_dist_m,debris_Risk,lswarn_dist_m,lswarn_Risk,lspot_dist_m,lspot_Risk,event_dist_m,event_Events,law_status,law_issue,indigenous_area,data_confidence,suggested_action,alert_message
1217,ㄠ嶩民宿露營,苗栗縣,泰安鄉,24.388839,120.965957,31.1,正常監測,204.4546565004406,868.65,8.61,231.6,西南,5.0,17.9,1312.8128233371035,雿,3961.210185743106,擃,3961.210185743106,高,7068.320154637338,0728豪雨,違反相關法規露營場,不符合土地管制法規,是,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】苗栗縣泰安鄉「ㄠ嶩民宿露營」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
1218,希望之丘露營區,宜蘭縣,冬山鄉,24.633714,121.72454,31.1,正常監測,197.34064074971127,67.81,0.42,,平坦/無坡向,0.0,0.8,980.635113132686,雿,22177.71677828737,雿,23306.89226706322,低,16425.213756751564,鳳凰颱風,符合相關法規露營場,無或未標示,否,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】宜蘭縣冬山鄉「希望之丘露營區」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
1219,埔里春天休閒農場,南投縣,埔里鎮,23.9807497496551,120.991721893958,31.1,正常監測,183.9466271470936,483.13,3.88,343.1,北,0.0,7.6,721.5784219365028,銝,13844.263808278394,雿,14206.535053166155,低,4211.153868379831,0728豪雨,符合相關法規露營場,無或未標示,否,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】南投縣埔里鎮「埔里春天休閒農場」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
1220,金滿山露營山莊,苗栗縣,公館鄉,24.50503,120.859431,31.1,正常監測,182.95920028920764,243.81,12.16,216.6,西南,19.5,28.0,1997.5682375865808,銝,8228.890555500202,銝,8889.54482024853,中,1258.6560207810426,0728豪雨,違反相關法規露營場,不符合土地管制法規,否,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】苗栗縣公館鄉「金滿山露營山莊」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
1221,唯樂露營區,南投縣,魚池鄉,23.825112,120.894982,31.0,正常監測,207.03523969750373,678.6,8.77,149.8,東南,54.9,29.2,2197.672473742755,擃,14200.50222836758,雿,14512.869870899083,低,1889.325968072508,0728豪雨,違反相關法規露營場,農業發展條例,是,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】南投縣魚池鄉「唯樂露營區」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
1222,聽見你的回憶-休閒雲莊,苗栗縣,獅潭鄉,24.466442,120.901219,31.0,正常監測,203.4447810172988,563.8,8.77,237.0,西南,1.8,17.5,1361.6427428043094,雿,2312.602727144036,銝,2906.806877155477,中,5179.166552378624,0728豪雨,違反相關法規露營場,不符合土地管制法規,是,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】苗栗縣獅潭鄉「聽見你的回憶-休閒雲莊」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
1223,溫馨農場露營區,苗栗縣,三義鄉,24.38734,120.81745,31.0,正常監測,195.9167592005374,689.3,12.5,185.6,南,45.3,34.3,2699.452522233355,雿,8177.094345387294,銝,8177.094345387294,中,9675.246407022543,0728豪雨,違反相關法規露營場,不符合土地管制法規,否,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】苗栗縣三義鄉「溫馨農場露營區」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
1224,森之奧,苗栗縣,南庄鄉,24.58062,121.02566,31.0,正常監測,188.2029166821532,664.44,12.64,261.8,西,0.0,24.6,1887.5971037350016,雿,6525.04961459995,銝,6595.10973135045,中,10382.368412666196,1020豪雨,違反相關法規露營場,區域計畫法,是,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】苗栗縣南庄鄉「森之奧」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
1225,野漾會館露營區(原名)野漾莊園,新竹縣,橫山鄉,24.728056,121.189072,31.0,正常監測,178.41634279276036,312.3,20.76,227.1,西南,10.7,42.8,2213.039585803746,銝,5771.63648832557,擃,5771.63648832557,高,14212.958210754769,1020豪雨,違反相關法規露營場,不符合土地管制法規,否,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】新竹縣橫山鄉「野漾會館露營區(原名)野漾莊園」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
1226,虎寮潭山莊(虎寮潭休閒山莊),新北市,坪林區,24.9494622134057,121.740135550936,31.0,正常監測,157.97531800367585,216.88,11.2,138.4,東南,79.0,39.2,1217.1747568303751,雿,4002.397316671308,擃,4002.397316671308,高,8749.282516380921,1020豪雨,違反相關法規露營場,土地使用分區管制要點或都市計畫法新北市施行細則/建築法及違章建築處理辦法等規定,否,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】新北市坪林區「虎寮潭山莊(虎寮潭休閒山莊)」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
1227,林園營地,新北市,坪林區,24.9411329134398,121.719663825805,31.0,正常監測,148.19860895792715,189.97,14.4,239.9,西南,0.1,28.1,1149.8964071975613,雿,1886.064427419594,擃,1887.2310443273905,高,8466.871081557638,1020豪雨,違反相關法規露營場,土地使用分區管制要點或都市計畫法新北市施行細則/建築法及違章建築處理辦法等規定,否,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】新北市坪林區「林園營地」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
1228,上山樂活,南投縣,竹山鎮,23.6956014,120.7191819,30.9,正常監測,231.05582926873103,774.34,8.02,14.6,北,8.1,17.4,3082.0258137990404,擃,4544.475743124756,擃,4544.475743124756,高,3023.3164774686365,0728豪雨,違反相關法規露營場,未提出露營場申請,否,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】南投縣竹山鎮「上山樂活」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
1229,出雲山騰雲露營區,臺中市,東勢區,24.226783,120.898579,30.9,正常監測,214.8677736348725,1035.09,12.7,241.9,西南,0.0,24.8,2002.8154818532585,銝,10119.30601639859,銝,10229.365948766846,中,3000.8494705626945,0728豪雨,違反相關法規露營場,區域計畫法,否,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】臺中市東勢區「出雲山騰雲露營區」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
1230,白雲朵朵•露營•,南投縣,鹿谷鄉,23.7513,120.76381,30.9,正常監測,205.2950058399481,678.31,15.05,281.1,西,0.0,29.3,2502.9502480262754,銝,5173.109352761039,擃,5385.069030573064,高,2435.667650274292,0728豪雨,違反相關法規露營場,區域計畫法,否,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】南投縣鹿谷鄉「白雲朵朵•露營•」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
1231,魚雅筑渡假村,南投縣,魚池鄉,23.9091899,120.88857,30.9,正常監測,200.6066822378949,586.92,9.47,304.5,西北,0.0,18.5,1899.9505144633383,雿,5491.30880684207,雿,5749.30367853309,低,3730.338818026792,0728豪雨,違反相關法規露營場,農業發展條例,是,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】南投縣魚池鄉「魚雅筑渡假村」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
1232,松嶺露營區,臺中市,和平區,24.13015,120.905535,30.9,正常監測,197.7513107970692,692.67,13.59,204.7,西南,29.4,33.0,2922.256643279138,擃,19464.64558588336,雿,19464.64558588336,低,1553.9808034457203,0728豪雨,違反相關法規露營場,區域計畫法,是,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】臺中市和平區「松嶺露營區」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
1233,忘憂天空露營區,南投縣,竹山鎮,23.7014212,120.6922231,30.9,正常監測,194.811367713356,443.06,14.65,32.5,東北,27.1,34.5,2088.258774216231,擃,7273.453056853913,擃,7273.453056853913,高,2153.809651879762,0728豪雨,違反相關法規露營場,農業發展條例,否,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】南投縣竹山鎮「忘憂天空露營區」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
1234,南庄慢生活露營區,苗栗縣,南庄鄉,24.61733,121.01842,30.9,正常監測,189.6521856268108,337.66,17.11,220.9,西南,15.9,36.9,2186.820530362068,雿,8049.234697966469,擃,8049.234697966469,高,7235.252753585666,1020豪雨,違反相關法規露營場,不符合土地管制法規,是,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】苗栗縣南庄鄉「南庄慢生活露營區」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
1235,斑比跳跳,苗栗縣,三灣鄉,24.64447,120.965788,30.9,正常監測,162.1836034442783,113.23,16.07,100.8,東,84.0,49.8,2505.3188007394056,雿,13890.378534313884,擃,13890.378534313884,高,10284.033343914416,1020豪雨,違反相關法規露營場,區域計畫法,否,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】苗栗縣三灣鄉「斑比跳跳」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
1236,四心小草露營區,南投縣,魚池鄉,23.918047,120.886002,30.8,正常監測,218.51355876382024,644.77,6.4,105.3,東,46.8,22.8,2073.744376486773,銝,4537.524566909623,雿,4820.348038530726,低,3264.7078480804976,0728豪雨,違反相關法規露營場,未提出露營場申請,是,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】南投縣魚池鄉「四心小草露營區」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
1237,趣山林露營區,新竹縣,尖石鄉,24.659997,121.193788,30.8,正常監測,215.89573259499437,1064.21,5.39,276.8,西,0.0,10.5,1188.3879460488563,銝,2050.873753246811,擃,2130.1555629169693,高,13089.036728171312,1020豪雨,違反相關法規露營場,不符合土地管制法規,是,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】新竹縣尖石鄉「趣山林露營區」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
1238,青森咖啡莊園,南投縣,埔里鎮,24.0083594,120.9141908,30.8,正常監測,205.4964846207012,487.71,8.56,92.9,東,55.2,28.8,3092.3815388520493,雿,8167.902917708642,雿,8167.902917708642,低,2256.112160728959,0728豪雨,違反相關法規露營場,區域計畫法,否,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】南投縣埔里鎮「青森咖啡莊園」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
1239,巴卡的天空,苗栗縣,南庄鄉,24.52488,120.97198,30.8,正常監測,203.54237573158872,893.29,8.34,311.0,西北,0.0,16.3,1204.3113867839909,雿,9920.03855874929,銝,9920.017901785335,中,5997.020903309708,0728豪雨,違反相關法規露營場,不符合土地管制法規,是,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】苗栗縣南庄鄉「巴卡的天空」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
1240,彩虹星光露營區,臺中市,石岡區,24.270069,120.783274,30.8,正常監測,198.67764815134143,297.79,9.7,347.1,北,0.0,18.9,1804.0981085158871,雿,7171.159622948188,銝,7171.159622948188,中,9855.776231948252,0728豪雨,違反相關法規露營場,違反都市計畫法、建築管理,否,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】臺中市石岡區「彩虹星光露營區」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
1241,緣溪行露營區,南投縣,埔里鎮,23.976914,120.989657,30.8,正常監測,191.64438497564157,489.77,1.02,20.6,北,0.0,2.0,919.3166034233492,雿,13546.789482001635,雿,13929.70737174655,低,4116.666711374958,0728豪雨,符合相關法規露營場,無或未標示,否,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】南投縣埔里鎮「緣溪行露營區」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
1242,茂升山林露營區,高雄市,內門區,23.0096250424851,120.530688456532,30.8,正常監測,190.2600980775851,240.01,18.61,284.4,西,0.0,36.3,2954.904677269695,擃,4369.123066331507,銝,4826.704465758983,中,866.7938335984844,0728豪雨,違反相關法規露營場,區域計畫法,否,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】高雄市內門區「茂升山林露營區」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
1243,山美學,苗栗縣,大湖鄉,24.3645,120.874507,30.8,正常監測,188.4260791504385,460.42,12.0,355.6,北,0.0,23.4,1583.1904718084538,銝,5217.324404742235,銝,5300.8515881043895,中,3856.4536921932136,0728豪雨,違反相關法規露營場,不符合土地管制法規,否,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】苗栗縣大湖鄉「山美學」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
1244,大湖山林,新竹縣,北埔鄉,24.68946,121.087899,30.8,正常監測,185.490282597752,306.55,12.86,354.7,北,0.0,25.1,1032.3704649059084,擃,5383.379465202923,銝,5897.123745370961,中,3313.691926150015,1020豪雨,違反相關法規露營場,區域計畫法,否,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】新竹縣北埔鄉「大湖山林」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
1245,軒沐居露營區,臺東縣,鹿野鄉,22.9235540099946,121.124503981828,30.8,正常監測,173.13794088931903,329.09,4.84,17.7,北,5.9,10.7,955.308642878228,擃,6795.26666547618,銝,6833.658741958772,中,5009.687034293306,樺加沙颱風,符合相關法規露營場,無或未標示,是,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】臺東縣鹿野鄉「軒沐居露營區」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
1246,知本山莊,臺東縣,臺東市,22.7200616820259,121.043913063379,30.8,正常監測,157.0602377443501,111.74,5.22,134.6,東南,38.2,18.6,799.8468533650123,銝,3622.190955022914,銝,3622.190955022914,中,8792.179370404303,0728豪雨,違反相關法規露營場,違反區域計畫法,是,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】臺東縣臺東市「知本山莊」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
1247,里山生態農場,南投縣,竹山鎮,23.6839246,120.737028,30.7,正常監測,223.3272985546484,909.17,10.11,265.2,西,0.0,19.7,4251.509429597192,擃,3163.436054735418,銝,3162.862339800254,中,4431.3291680993525,0728豪雨,違反相關法規露營場,區域計畫法,否,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】南投縣竹山鎮「里山生態農場」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
1248,阿里曼山莊,南投縣,信義鄉,23.7990983,120.9980809,30.7,正常監測,208.24620676029423,897.41,12.81,9.9,北,8.3,26.8,4731.056245693315,銝,21960.25375835712,雿,22251.400790099324,低,3324.13714171896,0728豪雨,違反相關法規露營場,未提出露營場申請,是,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】南投縣信義鄉「阿里曼山莊」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
1249,金谷農莊,臺東縣,卑南鄉,22.855179,121.149026,30.7,正常監測,187.92384070691705,166.44,1.68,254.6,西,0.0,3.3,824.9308039891982,銝,9634.402976612488,銝,9796.208962615028,中,1807.89084490514,樺加沙颱風,違反相關法規露營場,違反區域計畫法,是,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】臺東縣卑南鄉「金谷農莊」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
1250,苗栗筑林居露營區,苗栗縣,大湖鄉,24.418795,120.842077,30.7,正常監測,186.87280465457556,613.49,8.01,172.6,南,37.5,23.9,1543.514086458012,擃,5536.728972267954,銝,6178.744638332239,中,10001.25293287315,0728豪雨,違反相關法規露營場,區域計畫法,否,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】苗栗縣大湖鄉「苗栗筑林居露營區」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
1251,爺亨溪岸露營區,桃園市,復興區,24.675035,121.371664,30.7,正常監測,186.6637478026777,548.22,2.04,328.1,西北,0.0,4.0,644.7982395538943,蝥閫撖,2461.468829829871,銝,2461.468829829871,中,9893.911299413929,0728豪雨,違反相關法規露營場,農業發展條例,是,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】桃園市復興區「爺亨溪岸露營區」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
1252,東風有機休閒農場,宜蘭縣,冬山鄉,24.61850485,121.7303618,30.7,正常監測,184.38930805389307,88.96,2.47,5.4,北,0.0,4.8,585.8590594382072,雿,21909.195512687103,雿,23064.926766954628,低,15192.131005732204,鳳凰颱風,符合相關法規露營場,無或未標示,否,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】宜蘭縣冬山鄉「東風有機休閒農場」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
1253,富野溪露營區(原熊溯溪露營區),南投縣,仁愛鄉,24.06312,120.97975,30.7,正常監測,183.49993208984404,469.55,2.7,293.6,西北,0.0,5.3,821.0455360055369,銝,17180.63694489776,雿,17180.63694489776,低,3582.242125894128,0728豪雨,違反相關法規露營場,區域計畫法,是,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】南投縣仁愛鄉「富野溪露營區(原熊溯溪露營區)」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
1254,愛上喜翁民宿,新竹縣,五峰鄉,24.590967,121.129524,30.6,正常監測,235.1525706456328,1172.93,6.93,323.6,西北,0.0,13.5,2166.8335408147864,蝥閫撖,3252.338204485803,擃,3358.63087906693,高,8103.45636855892,0728豪雨,違反相關法規露營場,不符合土地管制法規,是,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】新竹縣五峰鄉「愛上喜翁民宿」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
1255,藍瑪司露營地,南投縣,仁愛鄉,23.967957,121.120101,30.6,正常監測,206.92447659257064,888.74,6.97,251.7,西,0.0,13.6,1081.8215099695424,蝥閫撖,3127.26323851924,擃,2779.067537178541,高,8679.971601661036,0728豪雨,違反相關法規露營場,農業發展條例,是,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】南投縣仁愛鄉「藍瑪司露營地」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
1256,碳森林露營區,苗栗縣,公館鄉,24.519324,120.886854,30.6,正常監測,197.01440332484697,617.86,10.28,73.5,東,52.5,31.6,3199.172004002175,雿,8315.271068081205,銝,8781.559777841514,中,2119.4171625350027,0728豪雨,違反相關法規露營場,不符合土地管制法規,否,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】苗栗縣公館鄉「碳森林露營區」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
1257,Kusu庫司景觀露營區,桃園市,復興區,24.819971,121.404367,30.6,正常監測,188.6816269656396,921.48,18.29,245.4,西南,0.0,35.7,2467.6966907441206,雿,6041.930961314644,銝,6300.195899241557,中,8068.63126937018,0728豪雨,違反相關法規露營場,農業發展條例,是,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】桃園市復興區「Kusu庫司景觀露營區」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
1258,南洋62之森(新百香農場民宿),苗栗縣,南庄鄉,24.574045,120.997788,30.6,正常監測,177.2477572814676,324.3,4.09,315.6,西北,0.0,8.0,811.9612065701335,擃,9127.965630009723,銝,9184.84221526349,中,9967.556880345,0728豪雨,違反相關法規露營場,區域計畫法,是,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】苗栗縣南庄鄉「南洋62之森(新百香農場民宿)」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
1259,河那灣民宿露營區,桃園市,復興區,24.803732,121.342596,30.6,正常監測,169.82133660118777,281.67,16.06,327.8,西北,0.0,31.3,1036.1458031651323,蝥閫撖,3336.170594827869,銝,3336.170594827869,中,4623.960754570387,0728豪雨,違反相關法規露營場,農業發展條例,是,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】桃園市復興區「河那灣民宿露營區」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
1260,八號仙境(2館)露營區,苗栗縣,三灣鄉,24.596467,120.966009,30.6,正常監測,160.6612821192193,204.54,7.95,297.2,西北,0.0,15.5,916.5452813349402,銝,12814.98242572774,銝,12884.000415554134,中,9246.837346820916,0728豪雨,違反相關法規露營場,不符合土地管制法規,否,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】苗栗縣三灣鄉「八號仙境(2館)露營區」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
1261,清流明月星空民宿/露營區,南投縣,仁愛鄉,24.0957274,120.9549952,30.5,正常監測,217.3699403141121,567.01,11.07,279.5,西,0.0,21.6,2828.1286814579817,銝,18237.07944769049,雿,18237.07944769049,低,3174.972064742889,0728豪雨,違反相關法規露營場,區域計畫法,是,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】南投縣仁愛鄉「清流明月星空民宿/露營區」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
1262,日光境露營區,屏東縣,泰武鄉,22.5984447016746,120.650878151133,30.5,正常監測,211.8681026786394,894.65,12.3,348.2,北,0.0,24.0,2291.609542866337,擃,7055.34905386215,擃,7055.363585412127,高,1993.8148375901517,0728豪雨,違反相關法規露營場,區域計畫法,是,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】屏東縣泰武鄉「日光境露營區」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
1263,凍頂山露營農場,南投縣,鹿谷鄉,23.7480112,120.7659084,30.5,正常監測,209.19380280915084,737.28,8.03,79.1,東,44.1,25.4,2445.790252748344,銝,4803.24293557301,擃,5010.105419653136,高,2630.300008650215,0728豪雨,違反相關法規露營場,農業發展條例,否,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】南投縣鹿谷鄉「凍頂山露營農場」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
1264,八五森林露營地,新竹縣,尖石鄉,24.717813,121.280464,30.5,正常監測,207.01625406036416,805.96,6.68,285.8,西,0.0,13.0,1166.6465079529337,擃,7549.623897337298,銝,7549.623897337298,中,8956.09838849878,0728豪雨,違反相關法規露營場,不符合土地管制法規,是,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】新竹縣尖石鄉「八五森林露營地」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
1265,熊空森林休閒農場,新北市,三峽區,24.87853,121.462402,30.5,正常監測,194.91671511874975,704.28,16.63,306.8,西北,0.0,32.4,2854.2019766802414,銝,14786.384835041365,銝,15044.880275836082,中,8802.220869940096,1020豪雨,符合相關法規露營場,無或未標示,否,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】新北市三峽區「熊空森林休閒農場」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
1266,慢漫山林露營區,嘉義縣,梅山鄉,23.5634284981135,120.648927953011,30.5,正常監測,191.6957867393218,663.57,17.28,289.7,西,0.0,33.7,2268.287561605327,雿,2852.3311199127456,擃,2921.99290396372,高,2201.2808630885643,丹娜絲颱風、薇帕颱風、0721豪雨,違反相關法規露營場,違反區域計畫法,否,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】嘉義縣梅山鄉「慢漫山林露營區」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
1267,沒搞頭露營區,桃園市,復興區,24.812357,121.394679,30.5,正常監測,181.73889463539564,676.99,8.84,182.8,南,35.1,25.0,1404.388858986537,雿,4759.561763363492,銝,5022.175872471671,中,6800.934723019192,0728豪雨,違反相關法規露營場,農業發展條例,是,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】桃園市復興區「沒搞頭露營區」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
1268,中正露營區,臺中市,北屯區,24.1763815215113,120.78338768404,30.5,正常監測,171.19435600740758,358.23,12.46,31.9,東北,26.6,30.1,1539.5995413145451,銝,15465.621397751696,銝,15526.33877934297,中,8589.087136971853,0728豪雨,符合相關法規露營場,無或未標示,否,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】臺中市北屯區「中正露營區」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
1269,綠意山莊,苗栗縣,苑裡鎮,24.41473,120.71534,30.5,正常監測,164.47344159431313,160.65,17.26,355.7,北,0.0,33.7,1907.651004954941,雿,17238.48887350672,銝,17238.48887350672,中,6353.332227703325,0728豪雨,違反相關法規露營場,區域計畫法,否,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】苗栗縣苑裡鎮「綠意山莊」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
1270,親手窯茶莊營地,南投縣,魚池鄉,23.8915592,120.923295,30.4,正常監測,206.87201938431213,655.1,7.27,134.0,東南,53.5,25.9,3562.0522735068303,銝,9252.20708331591,雿,9571.880668205276,低,6360.616051803906,0728豪雨,違反相關法規露營場,農業發展條例,是,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】南投縣魚池鄉「親手窯茶莊營地」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
1271,玫花露,南投縣,埔里鎮,24.0051808,120.9445926,30.4,正常監測,202.18851246520077,514.6,7.59,125.5,東南,60.4,28.1,3404.394543318024,擃,10491.34989177243,雿,10518.407305299668,低,5296.395751251697,0728豪雨,違反相關法規露營場,農業發展條例,否,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】南投縣埔里鎮「玫花露」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
1272,牛母坪露營區,南投縣,竹山鎮,23.7002132,120.6455855,30.4,正常監測,202.00096651541588,277.14,7.68,129.4,東南,59.0,28.0,4417.742933092892,銝,12027.38051393507,擃,12027.38051393507,高,4586.205644082233,0728豪雨,違反相關法規露營場,農業發展條例,否,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】南投縣竹山鎮「牛母坪露營區」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
1273,暮沐露營小庄。Moonmood,南投縣,魚池鄉,23.92054,120.88875,30.4,正常監測,200.0509956402143,664.56,14.91,240.1,西南,0.0,29.1,2370.6382300791984,銝,4502.528607959502,雿,4811.74196936927,低,3533.3907866739955,0728豪雨,違反相關法規露營場,區域計畫法,是,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】南投縣魚池鄉「暮沐露營小庄。Moonmood」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
1274,中華民國農會休閒綜合農牧場,臺中市,外埔區,24.329333,120.620583,30.4,正常監測,179.21546317478484,122.02,2.85,252.2,西,0.0,5.6,683.6617765488012,銝,22612.624068126606,銝,22612.624068126606,中,10833.137989246552,0728豪雨,符合相關法規露營場,無或未標示,否,高,維持一般天候監測，確認聯絡資訊與撤離路線即可。,【露營安全資訊】臺中市外埔區「中華民國農會休閒綜合農牧場」目前為「正常監測」。仍請留意氣象更新並確認基本撤離路線。
